outletId,chargerId,position,type,physicalPosition,cableLength,producer,errorCode,hycErrorCode,status,text,updateTime,isPrivate
127899,19523,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:22:07+00:00,False
127900,19523,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:32:15+00:00,False
89464,13424,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:22:00+00:00,False
89465,13424,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:48:50+00:00,False
114975,17820,1,CCS2_400,1.0,500,,NoError,NoError,Charging,No Error,2024-09-03T20:01:21+00:00,False
114976,17820,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:34:58+00:00,False
114913,17817,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-02T20:05:42+00:00,False
114914,17817,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-02T16:11:51+00:00,False
114193,16949,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:25:37+00:00,False
114194,16949,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:46:16+00:00,False
126125,13443,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:32:39+00:00,False
126126,13443,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T20:03:08+00:00,False
89452,13421,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:31:24+00:00,False
89453,13421,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:31:24+00:00,False
86240,10583,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T08:40:53+00:00,False
86241,10583,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:07:34+00:00,False
1462998,83756,1,CCS2_400,1.0,500,,NoError,,Available,No Error,2024-09-03T05:48:39+00:00,False
1462999,83756,2,CCS2_400,4.0,500,,NoError,,Available,No Error,2024-09-03T18:49:29+00:00,False
93234,9087,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:20:21+00:00,False
93235,9087,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:36:02+00:00,False
89450,13420,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-02T14:35:00+00:00,False
89451,13420,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:48:01+00:00,False
77276,10268,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:07:57+00:00,False
77277,10268,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T10:42:24+00:00,False
115092,12616,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:29:11+00:00,False
115093,12616,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:40:09+00:00,False
114051,17738,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:35:03+00:00,False
114052,17738,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-01T18:40:51+00:00,False
71074,10548,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:02:17+00:00,False
71075,10548,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T20:09:19+00:00,False
63403,9844,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:58:31+00:00,False
63404,9844,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-02T12:17:09+00:00,False
132807,19746,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:03:47+00:00,False
132809,19746,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:21:38+00:00,False
132816,19743,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:01:26+00:00,False
132820,19743,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T20:02:58+00:00,False
71070,10546,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:28:08+00:00,False
71071,10546,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:42:53+00:00,False
128246,19525,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:57:47+00:00,False
128247,19525,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:19:12+00:00,False
52535,8118,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:16:37+00:00,False
52536,8118,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:20:01+00:00,False
114053,17739,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:10:35+00:00,False
114054,17739,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:06:32+00:00,False
114524,16945,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T07:48:51+00:00,False
114525,16945,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:25:17+00:00,False
121932,13441,1,CCS2_400,1.0,500,Amphenol,NoError,NoError,Available,No Error,2024-09-03T16:10:31+00:00,False
121933,13441,2,CCS2_400,4.0,500,Amphenol,NoError,NoError,Available,No Error,2024-09-03T15:54:46+00:00,False
111971,17423,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:25:27+00:00,False
111972,17423,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T20:33:37+00:00,False
51424,8110,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T08:10:04+00:00,False
51425,8110,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:23:57+00:00,False
114893,17807,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:06:27+00:00,False
114894,17807,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-02T15:41:38+00:00,False
111969,17422,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:28:52+00:00,False
111970,17422,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T06:54:38+00:00,False
114911,17816,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:33:45+00:00,False
114912,17816,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:51:24+00:00,False
70519,10538,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:25:59+00:00,False
70520,10538,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-02T13:47:19+00:00,False
127897,19520,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:44:31+00:00,False
127898,19520,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:45:11+00:00,False
128254,19530,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:02:19+00:00,False
128255,19530,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:30:04+00:00,False
63397,9841,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:11:30+00:00,False
63398,9841,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:57:32+00:00,False
131976,20807,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:25:36+00:00,False
131977,20807,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:02:32+00:00,False
63385,9836,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:11:56+00:00,False
63386,9836,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:11:27+00:00,False
62640,9007,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:09:56+00:00,False
62641,9007,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T08:56:34+00:00,False
63393,9839,1,CCS2_400,1.0,500,,NoError,NoError,Charging,No Error,2024-09-03T20:19:24+00:00,False
63394,9839,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:19:48+00:00,False
131964,20806,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:39:19+00:00,False
131965,20806,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:12:56+00:00,False
131980,20801,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:37:33+00:00,False
131981,20801,2,CCS2_400,4.0,500,,NoError,,Available,No Error,2024-09-03T10:51:13+00:00,False
114201,16940,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:17:11+00:00,False
114202,16940,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T20:20:40+00:00,False
57299,8932,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:26:25+00:00,False
57300,8932,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:25:41+00:00,False
128252,19528,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:39:38+00:00,False
128253,19528,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:17:07+00:00,False
44771,6709,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:32:06+00:00,False
44772,6709,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:19:02+00:00,False
86242,10288,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T04:27:52+00:00,False
86243,10288,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:13:52+00:00,False
115088,9922,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:38:30+00:00,False
115089,9922,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:16:52+00:00,False
89867,13444,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:13:08+00:00,False
89868,13444,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T08:46:33+00:00,False
114296,16936,1,CCS2_400,1.0,500,,NoError,NoError,Unavailable,No Error,2023-11-30T13:04:16+00:00,False
114297,16936,2,CCS2_400,4.0,500,,NoError,Cable_Error_TempDelta,Unavailable,No Error,2023-11-30T13:04:19+00:00,False
1463119,83772,1,CCS2_400,1.0,500,,NoError,,Available,No Error,2024-09-03T10:54:49+00:00,False
1463120,83772,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-02T15:04:58+00:00,False
114529,16941,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:19:42+00:00,False
114530,16941,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:19:02+00:00,False
83989,12614,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:15:34+00:00,False
83990,12614,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:57:22+00:00,False
114897,17809,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:36:19+00:00,False
114898,17809,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T10:10:40+00:00,False
114901,17811,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:00:19+00:00,False
114902,17811,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:24:52+00:00,False
63940,9921,1,CCS2_400,1.0,500,,OtherError,Surge_Arrester_Error,Charging,Surge Arrester Error,2024-09-03T20:20:49+00:00,True
63941,9921,2,CCS2_400,4.0,500,,OtherError,Surge_Arrester_Error,Available,Surge Arrester Error,2024-09-03T11:23:26+00:00,True
89444,13418,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:44:09+00:00,False
89445,13418,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:38:50+00:00,False
1463188,83759,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:33:52+00:00,False
1463189,83759,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:43:47+00:00,False
114195,16947,1,CCS2_400,1.0,500,,NoError,NoError,Unavailable,Connection lost.,2024-07-15T03:00:02+00:00,False
114196,16947,2,CCS2_400,4.0,500,,NoError,NoError,Unavailable,Connection lost.,2024-07-15T03:00:02+00:00,False
114189,16952,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:23:03+00:00,False
114190,16952,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:29:00+00:00,False
52558,8117,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:20:45+00:00,False
52559,8117,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:19:52+00:00,False
122620,11457,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:31:15+00:00,False
122621,11457,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:31:23+00:00,False
1463198,83767,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:17:30+00:00,False
1463199,83767,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:37:58+00:00,False
62726,9725,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-02T20:28:35+00:00,False
62727,9725,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:43:56+00:00,False
63395,9840,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:52:31+00:00,False
63396,9840,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:10:31+00:00,False
62646,9264,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:14:01+00:00,False
62647,9264,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:28:36+00:00,False
83987,12613,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:20:24+00:00,False
83988,12613,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:47:53+00:00,False
51438,8116,1,CCS2_400,1.0,500,,OtherError,Output_Disabled_IsoFaultPersistent,Faulted,,2024-08-07T14:30:08+00:00,False
51439,8116,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:07:51+00:00,False
60124,9218,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:34:05+00:00,False
60125,9218,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-02T08:53:58+00:00,False
128260,19533,1,CCS2_400,1.0,500,,NoError,NoError,Unavailable,Connection lost.,2023-09-16T03:00:02+00:00,False
128261,19533,2,CCS2_400,4.0,500,,NoError,NoError,Unavailable,Connection lost.,2023-09-16T03:00:02+00:00,False
132832,19745,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:32:22+00:00,False
132833,19745,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:26:10+00:00,False
63938,9920,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:28:05+00:00,False
63939,9920,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:22:39+00:00,False
95381,8896,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:13:44+00:00,False
95382,8896,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:11:58+00:00,False
71062,10542,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:29:43+00:00,False
71063,10542,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:43:22+00:00,False
71641,10541,1,CCS2_400,1.0,500,,NoError,NoError,Charging,No Error,2024-09-03T20:05:28+00:00,False
71642,10541,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:26:51+00:00,False
132815,19742,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-01T16:17:22+00:00,False
132818,19742,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-01T16:15:57+00:00,False
122528,13416,1,CCS2_400,1.0,500,Amphenol,NoError,NoError,Available,No Error,2024-09-03T18:33:08+00:00,False
122529,13416,2,CCS2_400,4.0,500,Amphenol,NoError,NoError,Available,No Error,2024-09-03T14:21:48+00:00,False
84008,12617,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:09:50+00:00,False
84009,12617,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:54:32+00:00,False
68013,6726,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-02T14:54:12+00:00,False
68014,6726,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:15:58+00:00,False
114917,17819,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:45:44+00:00,False
114918,17819,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:06:11+00:00,False
111975,17425,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:15:50+00:00,False
111976,17425,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:03:59+00:00,False
67506,9466,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:50:05+00:00,False
67507,9466,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:20:07+00:00,False
51436,8115,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:15:49+00:00,False
51437,8115,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:32:18+00:00,False
1463156,83775,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T04:40:41+00:00,False
1463157,83775,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:00:26+00:00,False
71076,10549,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:14:46+00:00,False
71077,10549,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T12:40:42+00:00,False
114907,17814,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:07:56+00:00,False
114908,17814,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T20:38:08+00:00,False
518498,39571,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:53:44+00:00,False
518499,39571,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:13:07+00:00,False
62855,6772,1,CHAdeMO,1.0,350,,NoError,NoError,Available,No Error,2024-09-02T17:01:54+00:00,False
62856,6772,2,AC_Cable,,0,,NoError,NoError,Available,No Error,2024-09-03T16:45:32+00:00,False
1463022,83777,1,CCS2_400,1.0,500,,NoError,,Available,No Error,2024-09-03T18:16:29+00:00,False
1463023,83777,2,CCS2_400,4.0,500,,NoError,,Available,No Error,2024-09-03T13:13:33+00:00,False
1496770,83836,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:05:27+00:00,False
1496771,83836,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:25:52+00:00,False
62642,9006,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:06:11+00:00,False
62643,9006,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T10:38:57+00:00,False
114534,16938,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:14:52+00:00,False
114535,16938,2,CCS2_400,4.0,500,,NoError,,Available,No Error,2024-09-03T12:55:22+00:00,False
89875,13446,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T10:39:08+00:00,False
89876,13446,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:35:43+00:00,False
71103,10551,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:41:37+00:00,False
71104,10551,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:53:06+00:00,False
131994,20810,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:32:55+00:00,False
131995,20810,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T20:22:48+00:00,False
132834,19747,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T19:37:03+00:00,False
132835,19747,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:19:24+00:00,False
62037,6771,1,CHAdeMO,1.0,350,,NoError,NoError,Available,No Error,2024-09-01T21:56:27+00:00,False
62038,6771,2,AC_Cable,,0,,NoError,NoError,Available,No Error,2024-09-02T15:02:45+00:00,False
114205,16937,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-02T17:20:48+00:00,False
114206,16937,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:02:59+00:00,False
114899,17810,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:13:31+00:00,False
114900,17810,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:28:26+00:00,False
71064,10543,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:37:35+00:00,False
71065,10543,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:37:35+00:00,False
114055,17740,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T07:18:25+00:00,False
114056,17740,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:34:01+00:00,False
128250,19527,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T10:34:13+00:00,False
128251,19527,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:31:13+00:00,False
89438,13415,1,CCS2_400,1.0,500,,NoError,NoError,Unavailable,Connection lost.,2024-05-23T03:00:29+00:00,False
89439,13415,2,CCS2_400,4.0,500,,NoError,NoError,Unavailable,Connection lost.,2024-05-23T03:00:29+00:00,False
128238,19518,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:41:04+00:00,False
128239,19518,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T10:24:15+00:00,False
114057,17741,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:19:11+00:00,False
114058,17741,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T15:21:47+00:00,False
45527,6710,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:30:14+00:00,False
45528,6710,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:29:46+00:00,False
134411,19748,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:06:52+00:00,False
134412,19748,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:55:58+00:00,False
61543,8935,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T18:08:06+00:00,False
61544,8935,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:26:29+00:00,False
64413,9009,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:26:05+00:00,False
64414,9009,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T11:27:20+00:00,False
131035,20792,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:25:17+00:00,False
131036,20792,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T09:17:32+00:00,False
89871,13445,1,CCS2_400,1.0,500,,OtherError,Door Closed,Available,Door Closed,2024-09-03T15:44:00+00:00,False
89872,13445,2,CCS2_400,4.0,500,,OtherError,Door Closed,Available,Door Closed,2024-09-03T15:44:00+00:00,False
70523,10540,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T14:45:43+00:00,False
70524,10540,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T16:23:39+00:00,False
131049,20797,1,CCS2_400,1.0,500,,NoError,NoError,Available,No Error,2024-09-03T17:22:46+00:00,False
131050,20797,2,CCS2_400,4.0,500,,NoError,NoError,Available,No Error,2024-09-03T13:31:36+00:00,False
